female,age,coupon,start,time,churn,followtime
0,40,0,331,363,0,34
0,19,0,67,918,0,298
0,28,0,243,783,0,122
0,51,0,267,1218,0,98
0,46,0,297,777,0,68
0,83,0,158,36,1,36
1,77,1,23,1516,0,342
0,63,0,346,1297,0,19
1,51,0,325,183,0,40
0,14,0,162,613,0,203
1,77,0,113,200,1,200
0,58,0,15,1125,0,350
0,35,0,41,674,0,324
0,73,0,30,837,0,335
0,49,0,132,1035,0,233
0,20,0,121,1177,0,244
0,79,0,133,460,0,232
0,59,0,316,427,0,49
0,47,1,160,40,1,40
0,19,1,260,402,0,105
0,64,1,325,16,1,16
0,81,1,339,431,0,26
0,66,0,264,793,0,101
0,49,1,224,1426,0,141
0,63,0,195,530,0,170
1,40,0,81,13,1,13
0,63,0,267,523,0,98
0,13,0,160,981,0,205
0,32,0,28,809,0,337
1,65,1,9,435,0,356
0,25,0,21,507,0,344
0,78,0,88,212,1,212
0,35,0,27,493,0,338
0,63,1,331,1312,0,34
0,30,0,336,392,0,29
0,62,0,338,1318,0,27
1,15,1,359,683,0,6
1,54,0,60,1635,0,305
0,38,0,334,1108,0,31
0,70,0,87,1418,0,278
0,77,0,306,526,0,59
0,80,0,149,1437,0,216
1,82,0,108,1478,0,257
0,59,0,291,717,0,74
0,30,0,144,610,0,221
1,22,0,178,333,0,187
0,32,1,175,350,0,190
0,72,0,13,582,0,352
0,47,0,219,522,0,146
1,28,0,65,835,0,300
1,23,0,318,427,0,47
0,63,1,305,233,0,60
0,52,0,333,423,0,32
1,30,1,271,199,0,94
0,82,0,330,128,0,35
0,82,0,206,143,1,143
1,38,0,335,590,0,30
1,13,0,118,1293,0,247
0,80,0,31,153,1,153
0,30,1,132,833,0,233
0,50,1,291,691,0,74
1,41,0,317,639,0,48
1,48,1,92,1400,0,273
0,21,1,146,148,1,148
1,33,0,231,844,0,134
0,42,0,245,532,0,120
1,31,0,229,653,0,136
0,69,0,230,612,0,135
1,77,0,106,1956,0,259
0,57,1,151,489,0,214
0,40,0,46,1381,0,319
0,46,0,325,44,0,40
1,29,0,315,759,0,50
1,75,1,157,1337,0,208
1,28,0,3,1156,0,362
0,85,0,188,509,0,177
0,41,0,173,1222,0,192
0,81,0,37,1276,0,328
0,71,1,53,331,0,312
0,32,0,17,270,1,270
0,23,0,147,382,0,218
0,74,0,318,585,0,47
0,13,0,18,506,0,347
0,84,0,310,785,0,55
0,54,0,263,1500,0,102
0,23,0,319,31,1,31
0,83,0,262,541,0,103
1,29,0,342,154,0,23
1,52,0,176,387,0,189
1,81,1,239,1164,0,126
1,81,0,82,112,1,112
0,16,1,292,362,0,73
0,84,0,362,1148,0,3
0,66,0,22,630,0,343
1,64,1,332,174,0,33
0,31,0,214,608,0,151
0,59,0,318,507,0,47
0,35,1,253,4,1,4
0,13,1,196,697,0,169
0,77,0,308,1007,0,57
0,72,0,159,1411,0,206
1,14,0,247,501,0,118
0,52,0,263,203,0,102
0,24,0,66,1083,0,299
0,29,0,222,922,0,143
0,46,0,293,858,0,72
0,57,0,229,1081,0,136
1,74,0,198,1137,0,167
1,78,0,52,1510,0,313
1,84,0,262,547,0,103
1,30,0,176,391,0,189
0,46,0,4,60,1,60
0,57,0,144,1221,0,221
0,22,1,179,804,0,186
0,30,0,29,1059,0,336
0,42,1,365,555,0,0
0,73,0,318,1375,0,47
0,59,0,225,668,0,140
0,34,0,339,1284,0,26
0,14,1,108,33,1,33
0,24,1,52,855,0,313
0,19,0,136,1179,0,229
0,56,0,184,1448,0,181
0,25,0,345,64,0,20
0,76,0,2,1667,0,363
0,78,0,50,767,0,315
0,18,0,195,234,0,170
0,62,0,88,1128,0,277
0,20,0,132,1073,0,233
0,44,0,262,1384,0,103
1,84,0,220,762,0,145
0,49,0,225,1081,0,140
0,78,0,137,337,0,228
0,18,0,53,706,0,312
1,27,1,79,1309,0,286
0,18,0,32,792,0,333
0,61,1,116,599,0,249
1,81,0,177,1633,0,188
0,85,0,55,1360,0,310
0,56,0,252,432,0,113
0,33,0,239,797,0,126
1,81,1,159,31,1,31
0,21,0,256,281,0,109
0,32,0,121,573,0,244
1,37,0,322,26,1,26
0,81,0,296,25,1,25
0,73,0,220,253,0,145
0,33,0,333,1211,0,32
1,45,1,25,1100,0,340
1,57,0,211,1212,0,154
0,83,0,162,1249,0,203
0,69,0,233,210,0,132
0,57,1,123,9,1,9
0,84,1,22,1176,0,343
0,30,1,174,622,0,191
0,85,1,327,951,0,38
0,55,0,184,1304,0,181
0,35,0,118,240,1,240
1,26,0,175,701,0,190
0,38,0,170,168,1,168
1,66,1,223,68,1,68
0,81,0,49,987,0,316
0,78,0,90,566,0,275
0,46,0,15,780,0,350
0,67,0,15,25,1,25
0,83,0,302,581,0,63
0,26,0,150,347,0,215
0,49,0,317,250,0,48
1,60,0,3,599,0,362
0,62,0,146,341,0,219
0,33,0,132,496,0,233
0,17,0,239,967,0,126
1,80,1,143,1050,0,222
0,61,0,185,1217,0,180
0,47,0,6,828,0,359
0,58,0,106,56,1,56
0,64,0,31,769,0,334
0,23,0,18,44,1,44
0,68,0,359,1563,0,6
0,64,0,128,1603,0,237
0,77,0,97,1228,0,268
0,42,0,183,1369,0,182
1,57,0,297,628,0,68
1,25,1,250,583,0,115
0,66,0,2,1210,0,363
0,56,1,142,316,0,223
0,47,0,174,571,0,191
0,51,0,176,625,0,189
0,26,0,333,654,0,32
0,37,0,107,1287,0,258
0,71,0,143,901,0,222
0,49,1,154,1360,0,211
0,62,0,292,1524,0,73
0,81,1,281,1324,0,84
0,44,0,9,150,1,150
0,63,0,346,144,0,19
0,33,0,28,202,1,202
1,67,0,211,219,0,154
0,36,0,10,557,0,355
0,68,0,356,1252,0,9
0,60,0,150,691,0,215
1,79,0,256,842,0,109
0,63,0,106,47,1,47
0,79,0,46,1258,0,319
0,39,0,126,183,1,183
1,52,0,133,154,1,154
0,22,0,47,227,1,227
0,62,0,261,1402,0,104
0,19,0,70,1087,0,295
0,72,0,57,972,0,308
0,37,0,224,1074,0,141
1,22,0,326,9,1,9
1,49,0,327,1341,0,38
0,40,0,202,258,0,163
0,23,1,211,81,1,81
0,15,0,10,458,0,355
0,47,1,296,1468,0,69
0,23,0,7,1017,0,358
0,56,0,330,245,0,35
0,65,0,301,1063,0,64
0,81,0,95,1664,0,270
1,56,0,305,1731,0,60
0,50,1,123,222,1,222
0,23,0,364,1034,0,1
0,32,0,291,145,0,74
1,66,0,69,499,0,296
0,54,0,220,1234,0,145
0,84,1,130,1797,0,235
0,74,0,210,1536,0,155
0,80,1,107,84,1,84
1,82,1,164,751,0,201
0,44,0,285,545,0,80
1,26,0,324,949,0,41
0,18,1,6,209,1,209
0,78,0,143,1249,0,222
0,53,0,26,644,0,339
0,84,0,151,899,0,214
0,71,0,209,31,1,31
0,48,1,311,65,0,54
0,23,0,322,369,0,43
1,54,0,4,1166,0,361
0,67,0,66,265,1,265
0,36,0,117,940,0,248
1,20,0,360,309,0,5
0,18,0,47,21,1,21
0,25,1,39,975,0,326
0,14,1,66,766,0,299
0,25,0,353,455,0,12
0,36,0,8,1093,0,357
0,15,0,286,614,0,79
0,66,0,364,825,0,1
0,55,0,113,226,1,226
0,67,0,203,295,0,162
0,35,0,145,393,0,220
0,83,0,30,81,1,81
0,68,0,219,1408,0,146
0,61,0,139,1419,0,226
1,18,0,108,974,0,257
0,30,0,242,232,0,123
0,62,0,129,84,1,84
0,74,0,302,1120,0,63
0,54,0,61,1133,0,304
0,24,0,16,711,0,349
0,30,0,83,190,1,190
0,74,1,322,1049,0,43
0,65,0,289,1324,0,76
0,44,1,55,1389,0,310
0,64,0,115,1238,0,250
0,71,1,86,1,1,1
1,17,0,160,1278,0,205
0,20,0,60,419,0,305
0,23,0,327,186,0,38
1,53,0,67,798,0,298
0,67,1,338,337,0,27
0,42,0,199,589,0,166
0,67,0,296,1554,0,69
1,70,0,7,59,1,59
0,66,0,47,1323,0,318
0,66,0,227,1393,0,138
0,76,0,339,1734,0,26
0,21,0,315,1122,0,50
0,45,0,321,1441,0,44
0,66,0,10,1172,0,355
0,63,0,148,1188,0,217
0,74,0,117,206,1,206
1,30,0,68,309,0,297
0,51,0,133,627,0,232
1,49,0,340,67,0,25
1,25,0,71,1271,0,294
0,56,0,258,756,0,107
0,24,0,202,973,0,163
0,21,0,64,610,0,301
0,53,0,281,1383,0,84
1,66,0,304,343,0,61
0,37,0,171,803,0,194
0,65,0,145,1081,0,220
0,79,0,192,1351,0,173
0,16,0,293,608,0,72
0,53,0,270,479,0,95
1,33,1,135,436,0,230
0,33,0,339,1277,0,26
0,83,0,213,160,0,152
1,30,0,132,1418,0,233
0,82,0,140,1395,0,225
0,67,1,258,195,0,107
0,57,0,363,1398,0,2
1,37,1,269,1069,0,96
0,46,0,309,556,0,56
0,23,1,220,18,1,18
1,77,0,334,230,0,31
0,22,1,115,776,0,250
0,48,0,80,1453,0,285
0,24,0,354,418,0,11
1,69,0,80,1148,0,285
1,19,0,83,696,0,282
0,23,0,111,366,0,254
1,76,0,58,266,1,266
0,49,0,61,355,0,304
1,19,1,123,985,0,242
0,33,0,143,1255,0,222
1,71,0,302,893,0,63
0,40,0,153,1126,0,212
0,62,0,256,769,0,109
0,70,0,268,1045,0,97
0,83,0,107,867,0,258
0,77,0,64,405,0,301
0,63,0,204,400,0,161
0,40,0,200,64,1,64
0,22,0,240,935,0,125
1,13,0,14,1226,0,351
1,79,0,304,1230,0,61
0,63,0,263,335,0,102
0,13,0,298,572,0,67
0,28,0,326,314,0,39
0,20,0,304,964,0,61
1,19,0,210,717,0,155
1,72,1,228,119,1,119
0,24,0,56,1029,0,309
1,72,0,63,970,0,302
0,59,0,281,998,0,84
0,51,0,30,191,1,191
0,82,0,245,1195,0,120
0,70,0,75,1587,0,290
0,70,0,14,994,0,351
1,29,0,263,1097,0,102
1,74,1,276,148,0,89
0,31,0,301,70,0,64
1,61,0,144,779,0,221
1,25,0,44,352,0,321
0,37,0,288,109,0,77
0,41,0,358,1011,0,7
0,29,0,175,15,1,15
1,33,0,139,166,1,166
0,52,0,131,330,0,234
0,66,0,238,135,0,127
0,37,0,264,455,0,101
0,62,0,255,821,0,110
0,20,0,270,599,0,95
0,49,0,266,680,0,99
1,57,0,254,78,1,78
0,76,0,346,198,0,19
1,58,0,8,614,0,357
0,66,0,313,993,0,52
0,79,0,174,223,0,191
0,19,0,240,937,0,125
0,54,0,19,1389,0,346
0,83,0,48,745,0,317
0,81,0,205,711,0,160
0,38,0,216,801,0,149
1,52,0,97,1567,0,268
1,63,0,325,348,0,40
0,43,0,330,400,0,35
0,74,0,305,1448,0,60
0,69,0,70,909,0,295
0,68,0,363,1656,0,2
0,63,0,101,473,0,264
0,79,0,350,772,0,15
0,50,0,326,1258,0,39
0,78,0,71,1519,0,294
1,18,0,26,4,1,4
0,35,0,262,372,0,103
0,68,0,181,150,1,150
0,39,1,153,1316,0,212
1,35,1,62,12,1,12
0,34,0,246,501,0,119
1,14,0,6,650,0,359
1,46,0,57,562,0,308
0,54,1,115,1260,0,250
1,44,0,52,213,1,213
0,67,0,77,1593,0,288
0,38,0,141,1313,0,224
0,26,0,3,858,0,362
0,66,0,297,877,0,68
1,19,0,85,44,1,44
0,17,0,355,331,0,10
1,31,0,85,1087,0,280
0,24,0,84,681,0,281
0,49,0,321,792,0,44
0,80,0,106,1075,0,259
0,69,0,322,968,0,43
0,65,0,312,434,0,53
0,15,1,203,7,1,7
0,19,0,253,675,0,112
0,38,0,33,1317,0,332
0,67,1,83,142,1,142
1,25,0,269,31,1,31
1,58,0,314,714,0,51
0,74,0,78,978,0,287
1,14,0,223,938,0,142
0,40,0,189,896,0,176
1,60,1,173,417,0,192
0,74,0,284,1368,0,81
1,22,0,358,436,0,7
0,58,0,283,483,0,82
0,67,0,365,159,0,0
0,37,0,206,216,0,159
0,26,0,153,383,0,212
1,41,0,57,587,0,308
0,14,0,55,132,1,132
0,56,0,256,1094,0,109
0,79,0,331,22,1,22
1,66,0,27,1314,0,338
0,43,0,56,1241,0,309
1,76,1,17,849,0,348
0,16,0,209,781,0,156
0,43,0,117,556,0,248
0,64,0,295,1248,0,70
0,66,0,279,1292,0,86
0,43,0,140,560,0,225
0,70,0,181,429,0,184
1,33,0,135,1071,0,230
0,57,0,37,235,1,235
1,64,0,15,41,1,41
0,70,0,1,428,0,364
0,22,1,293,1102,0,72
0,66,1,247,1349,0,118
1,85,0,107,1180,0,258
0,52,0,251,66,1,66
0,29,0,165,607,0,200
0,64,0,139,501,0,226
0,85,0,325,723,0,40
0,14,0,2,147,1,147
0,72,0,351,777,0,14
1,41,0,15,1529,0,350
0,52,0,308,458,0,57
0,27,0,74,141,1,141
0,40,0,198,1398,0,167
0,26,0,50,835,0,315
0,19,0,331,1136,0,34
0,25,0,250,962,0,115
0,49,0,336,90,0,29
0,35,0,192,974,0,173
0,21,0,255,129,0,110
1,43,0,131,442,0,234
0,34,0,60,569,0,305
0,48,0,234,542,0,131
0,71,1,204,791,0,161
1,74,0,168,270,0,197
0,56,0,98,1046,0,267
0,55,0,365,442,0,0
0,74,0,142,62,1,62
0,45,1,17,69,1,69
0,69,0,190,523,0,175
0,72,0,39,299,1,299
0,20,0,309,466,0,56
0,34,0,314,881,0,51
0,83,1,273,1049,0,92
1,48,0,150,1632,0,215
0,68,1,282,850,0,83
0,54,0,36,1423,0,329
0,23,0,327,1211,0,38
0,60,0,94,801,0,271
1,73,0,105,1866,0,260
1,14,1,201,964,0,164
0,23,0,72,8,1,8
0,55,0,159,419,0,206
1,14,0,204,1042,0,161
1,42,0,190,510,0,175
1,19,1,69,1116,0,296
0,39,0,201,881,0,164
1,45,0,208,1434,0,157
0,75,0,194,1186,0,171
0,60,0,224,97,1,97
1,51,1,132,8,1,8
0,14,0,357,1015,0,8
0,67,1,22,837,0,343
0,64,0,234,485,0,131
0,34,0,102,887,0,263
0,69,0,247,1133,0,118
0,48,0,13,933,0,352
0,51,0,134,501,0,231
1,44,0,108,826,0,257
0,83,0,301,699,0,64
0,17,0,74,953,0,291
0,78,0,172,1704,0,193
0,16,0,170,102,1,102
1,30,0,212,532,0,153
0,75,1,138,1339,0,227
0,26,1,330,1166,0,35
1,68,0,203,702,0,162
1,68,0,325,1631,0,40
0,64,0,319,836,0,46
0,84,0,100,1160,0,265
1,20,0,288,49,1,49
0,85,0,269,643,0,96
0,31,0,118,972,0,247
1,14,0,102,480,0,263
0,23,0,68,309,0,297
0,38,0,317,242,0,48
0,72,1,286,423,0,79
1,58,0,152,920,0,213
0,39,0,233,685,0,132
0,31,1,159,1192,0,206
0,54,0,119,1524,0,246
0,53,0,31,488,0,334
0,47,0,46,230,1,230
0,27,0,297,501,0,68
0,64,0,137,458,0,228
0,52,0,14,1025,0,351
0,73,0,80,733,0,285
1,45,0,187,743,0,178
0,53,0,226,547,0,139
1,56,0,273,1156,0,92
0,63,1,138,872,0,227
0,37,0,90,1012,0,275
0,34,0,353,447,0,12
0,84,0,68,1459,0,297
0,72,0,102,1412,0,263
0,51,1,293,1281,0,72
0,65,1,45,405,0,320
0,17,0,282,609,0,83
0,77,1,323,251,0,42
0,27,0,125,1078,0,240
0,73,0,321,785,0,44
0,83,0,261,676,0,104
0,74,0,18,1506,0,347
0,36,0,153,575,0,212
0,62,0,116,354,0,249
0,28,0,231,1101,0,134
0,54,0,209,191,0,156
1,62,0,206,479,0,159
1,72,1,151,852,0,214
0,37,0,70,1007,0,295
0,57,0,301,279,0,64
0,54,0,169,837,0,196
0,37,0,315,1025,0,50
0,42,0,116,496,0,249
0,45,0,98,1104,0,267
0,73,0,3,534,0,362
0,77,0,182,270,0,183
1,50,1,277,1467,0,88
0,60,0,182,989,0,183
1,56,0,149,1099,0,216
0,47,0,143,582,0,222
0,60,0,118,1199,0,247
0,61,1,157,14,1,14
0,64,0,51,1107,0,314
0,15,0,294,856,0,71
0,46,0,102,428,0,263
0,30,1,100,195,1,195
0,77,1,43,1437,0,322
0,51,0,228,1051,0,137
0,65,0,304,890,0,61
0,79,0,105,8,1,8
0,47,1,24,890,0,341
0,36,0,335,101,0,30
0,46,0,37,162,1,162
0,50,0,11,1255,0,354
1,76,0,53,298,1,298
0,25,0,31,946,0,334
1,71,0,293,806,0,72
0,74,0,158,887,0,207
0,68,0,188,1422,0,177
1,13,1,250,128,0,115
0,28,0,4,172,1,172
0,82,0,350,1704,0,15
0,45,1,237,159,0,128
0,15,0,28,924,0,337
0,74,0,203,586,0,162
1,46,0,215,795,0,150
0,16,0,66,278,1,278
1,50,0,274,1438,0,91
0,55,0,33,843,0,332
1,28,1,360,282,0,5
0,37,0,264,1177,0,101
0,52,0,193,85,1,85
0,35,1,9,787,0,356
0,51,1,321,1311,0,44
0,35,0,216,620,0,149
1,56,0,213,872,0,152
0,35,0,173,1297,0,192
0,25,1,322,447,0,43
0,56,0,169,943,0,196
0,14,0,280,529,0,85
0,29,0,331,220,0,34
0,30,0,293,507,0,72
1,31,0,243,959,0,122
0,43,0,362,1426,0,3
1,47,0,7,353,1,353
0,21,0,351,302,0,14
1,39,0,66,203,1,203
0,67,0,151,982,0,214
0,49,0,115,1178,0,250
0,34,1,97,13,1,13
0,27,0,51,440,0,314
0,21,0,299,789,0,66
0,55,0,143,1479,0,222
0,58,0,263,871,0,102
0,73,1,208,1523,0,157
0,34,0,60,657,0,305
0,63,0,280,1554,0,85
0,33,0,131,125,1,125
0,85,0,292,1615,0,73
0,57,0,303,868,0,62
0,34,0,16,1107,0,349
0,72,0,9,826,0,356
0,48,0,312,79,0,53
0,71,1,45,982,0,320
0,36,0,9,1218,0,356
1,31,1,190,27,1,27
0,32,0,337,331,0,28
0,23,0,93,211,1,211
0,24,1,237,697,0,128
0,67,0,141,893,0,224
1,76,0,201,740,0,164
1,70,1,305,1066,0,60
0,46,1,179,233,0,186
0,59,0,9,30,1,30
1,31,0,30,630,0,335
1,76,0,229,1019,0,136
0,52,0,335,956,0,30
1,50,0,320,463,0,45
0,23,0,131,826,0,234
0,34,1,163,45,1,45
0,62,1,279,1231,0,86
0,61,0,248,910,0,117
0,85,0,56,937,0,309
0,24,0,158,310,0,207
0,76,1,268,82,1,82
1,68,0,266,751,0,99
0,66,0,248,1083,0,117
0,64,0,355,808,0,10
0,75,0,105,957,0,260
0,60,0,64,673,0,301
0,46,1,343,643,0,22
0,57,0,70,1472,0,295
0,50,0,226,632,0,139
0,82,0,352,792,0,13
1,77,0,146,1065,0,219
0,21,0,135,775,0,230
0,54,0,52,239,1,239
0,69,0,189,1563,0,176
0,63,1,103,414,0,262
0,66,0,157,499,0,208
0,66,0,160,1023,0,205
1,36,1,363,268,0,2
0,31,0,137,3,1,3
0,55,0,272,85,1,85
0,70,1,69,1423,0,296
0,46,0,144,1435,0,221
0,71,0,165,68,1,68
0,54,0,319,1050,0,46
0,25,0,328,16,1,16
1,31,0,315,19,1,19
0,37,0,175,1,1,1
0,68,0,31,584,0,334
0,73,0,85,541,0,280
1,61,0,47,680,0,318
0,56,1,47,180,1,180
0,49,0,199,1217,0,166
0,73,0,227,1071,0,138
0,84,1,51,372,0,314
0,30,1,147,974,0,218
0,34,0,178,361,0,187
1,42,0,238,756,0,127
0,44,0,222,179,0,143
0,31,0,322,467,0,43
1,52,1,365,798,0,0
1,80,0,264,480,0,101
1,81,1,321,1186,0,44
0,30,0,305,561,0,60
0,79,0,277,934,0,88
0,38,0,281,278,0,84
1,32,0,230,1201,0,135
0,19,0,28,427,0,337
0,22,0,109,1127,0,256
0,74,0,45,837,0,320
0,81,0,25,768,0,340
0,70,0,163,1109,0,202
0,34,0,351,745,0,14
0,54,0,11,1233,0,354
1,56,0,34,1544,0,331
0,30,0,124,1276,0,241
0,51,0,279,1064,0,86
0,35,0,315,232,0,50
0,50,0,318,1190,0,47
0,17,0,31,425,0,334
0,79,0,57,1743,0,308
0,83,0,163,68,1,68
0,60,0,346,653,0,19
0,29,0,99,248,1,248
1,83,0,327,1221,0,38
0,66,0,177,905,0,188
0,61,0,269,51,1,51
1,45,0,274,1373,0,91
0,36,0,358,1276,0,7
1,84,0,318,186,0,47
0,72,0,55,868,0,310
0,22,0,111,123,1,123
1,13,0,195,640,0,170
0,38,0,282,909,0,83
0,49,0,358,1082,0,7
1,54,0,19,653,0,346
0,64,0,342,866,0,23
0,63,1,159,958,0,206
0,67,0,290,1515,0,75
0,58,0,310,180,0,55
0,50,0,179,883,0,186
0,43,0,310,203,0,55
1,38,0,223,15,1,15
0,21,1,354,521,0,11
1,67,0,271,1352,0,94
0,16,1,277,433,0,88
0,72,1,21,468,0,344
0,39,0,248,685,0,117
0,78,0,45,176,1,176
0,16,0,315,489,0,50
0,52,0,78,932,0,287
0,65,0,147,537,0,218
0,27,0,240,778,0,125
1,26,0,126,166,1,166
0,44,0,243,467,0,122
1,66,0,254,537,0,111
0,42,1,264,1393,0,101
0,14,0,357,768,0,8
1,42,1,126,1087,0,239
0,36,0,282,686,0,83
0,81,1,74,1138,0,291
0,84,0,215,337,0,150
0,72,1,195,719,0,170
0,61,0,195,1521,0,170
1,56,0,342,1478,0,23
0,82,0,154,1483,0,211
0,60,0,161,1420,0,204
1,76,0,74,249,1,249
0,32,0,91,124,1,124
0,54,0,96,304,0,269
0,27,0,137,430,0,228
0,22,1,132,1187,0,233
0,79,0,242,1451,0,123
0,55,0,168,626,0,197
0,33,0,6,421,0,359
0,13,0,298,797,0,67
0,59,0,51,84,1,84
0,77,0,277,4,1,4
0,64,0,177,574,0,188
0,43,1,316,38,1,38
0,15,0,52,20,1,20
0,45,1,10,313,1,313
0,49,0,117,1068,0,248
0,53,0,73,1009,0,292
0,56,0,347,1097,0,18
0,14,0,7,715,0,358
0,80,0,75,1578,0,290
0,44,1,260,3,1,3
0,65,0,258,453,0,107
0,49,0,335,1121,0,30
0,18,0,239,1047,0,126
0,52,0,152,583,0,213
0,67,1,346,376,0,19
0,43,0,33,734,0,332
1,13,0,347,786,0,18
0,48,0,11,1455,0,354
0,40,1,158,1303,0,207
0,32,0,127,352,0,238
0,70,0,246,877,0,119
1,25,0,12,138,1,138
0,37,0,131,996,0,234
0,27,1,135,1189,0,230
0,67,0,27,1129,0,338
0,26,0,93,445,0,272
0,37,0,206,296,0,159
1,16,0,318,692,0,47
0,15,0,361,754,0,4
0,69,0,302,1494,0,63
0,19,0,18,873,0,347
0,59,0,63,1197,0,302
0,51,1,151,449,0,214
0,50,1,277,19,1,19
0,56,0,176,1096,0,189
0,62,0,93,873,0,272
1,53,0,236,328,0,129
0,42,0,189,412,0,176
0,75,0,234,634,0,131
0,30,1,351,718,0,14
0,30,0,328,756,0,37
0,68,0,154,256,0,211
0,56,0,122,621,0,243
0,32,0,254,416,0,111
0,59,0,205,1072,0,160
1,43,0,15,467,0,350
0,42,1,214,1347,0,151
0,35,0,180,1316,0,185
0,57,1,65,1158,0,300
0,41,0,40,443,0,325
0,61,0,184,497,0,181
0,37,0,204,266,0,161
0,47,1,5,1184,0,360
0,63,0,182,488,0,183
0,81,0,190,535,0,175
0,25,0,23,866,0,342
0,21,0,30,1016,0,335
0,73,0,3,36,1,36
0,41,0,149,220,0,216
0,75,1,143,146,1,146
1,56,0,49,715,0,316
0,72,0,26,1317,0,339
0,78,0,255,1055,0,110
0,76,0,208,153,1,153
1,49,0,211,286,0,154
1,67,1,278,1729,0,87
0,34,0,101,585,0,264
0,57,0,175,58,1,58
1,13,1,35,930,0,330
0,38,0,343,921,0,22
0,82,0,8,142,1,142
0,68,0,131,308,0,234
0,50,0,210,1491,0,155
1,37,0,229,879,0,136
0,37,0,71,594,0,294
0,33,0,269,485,0,96
1,74,0,34,1383,0,331
0,52,0,160,547,0,205
1,42,0,68,1142,0,297
1,58,0,351,1478,0,14
0,24,1,64,715,0,301
0,41,0,83,1132,0,282
0,51,0,285,816,0,80
1,75,1,5,288,1,288
1,59,1,327,1321,0,38
1,24,0,93,816,0,272
0,71,0,315,1346,0,50
0,52,1,78,1475,0,287
0,49,1,197,402,0,168
1,32,0,41,452,0,324
1,13,0,361,292,0,4
0,74,0,198,1265,0,167
0,23,0,244,375,0,121
0,70,0,225,445,0,140
0,49,1,141,768,0,224
1,83,0,44,1971,0,321
0,66,1,58,1378,0,307
0,36,0,242,1094,0,123
0,79,0,333,1179,0,32
0,37,0,100,279,0,265
1,32,0,129,585,0,236
1,68,0,86,1360,0,279
0,73,1,271,896,0,94
0,72,0,276,1419,0,89
1,79,1,110,881,0,255
0,33,0,93,926,0,272
0,23,0,43,446,0,322
0,17,0,166,617,0,199
1,78,1,294,765,0,71
0,45,0,75,923,0,290
0,66,0,277,1329,0,88
0,78,0,304,1087,0,61
0,74,1,338,994,0,27
1,54,0,260,1155,0,105
0,30,0,267,102,0,98
0,81,0,39,1400,0,326
0,41,0,129,155,1,155
0,80,0,317,685,0,48
0,30,0,121,794,0,244
0,48,0,62,1271,0,303
0,64,0,280,661,0,85
0,58,0,189,347,0,176
0,17,0,305,1021,0,60
1,71,0,354,1560,0,11
1,82,0,309,391,0,56
0,26,0,348,1090,0,17
0,42,0,140,1399,0,225
1,24,0,231,905,0,134
0,74,0,143,259,0,222
0,54,0,98,1127,0,267
0,56,0,46,80,1,80
0,27,0,253,1000,0,112
0,48,0,145,1024,0,220
0,44,0,47,1359,0,318
0,38,0,329,925,0,36
0,14,0,21,541,0,344
0,60,0,70,1282,0,295
0,53,0,297,734,0,68
0,74,0,221,311,0,144
0,33,0,310,1291,0,55
0,63,0,320,85,0,45
0,80,0,312,117,0,53
0,51,0,269,570,0,96
0,31,0,48,631,0,317
1,80,0,25,1655,0,340
0,22,0,184,913,0,181
0,71,0,258,1159,0,107
1,63,0,70,666,0,295
1,75,0,147,160,1,160
0,39,0,321,383,0,44
0,24,0,54,781,0,311
0,36,0,81,1214,0,284
0,22,0,108,284,0,257
0,21,0,286,79,1,79
0,44,1,262,459,0,103
0,22,1,116,622,0,249
1,61,1,13,1065,0,352
0,78,0,302,554,0,63
0,14,0,279,852,0,86
0,35,1,218,1110,0,147
0,44,0,333,540,0,32
0,45,0,49,1228,0,316
0,63,1,14,351,1,351
0,25,0,18,190,1,190
0,41,0,301,1317,0,64
0,33,0,16,498,0,349
0,78,0,97,1380,0,268
0,82,0,126,58,1,58
0,80,1,27,1603,0,338
1,68,0,76,418,0,289
0,17,0,332,566,0,33
0,15,0,265,4,1,4
0,23,1,237,10,1,10
1,68,0,203,369,0,162
0,19,0,267,359,0,98
1,16,0,313,127,0,52
0,28,0,116,414,0,249
0,49,0,46,1438,0,319
0,24,0,291,690,0,74
0,20,0,244,72,1,72
0,55,1,43,133,1,133
0,78,1,171,1559,0,194
0,58,0,244,97,1,97
0,19,1,49,818,0,316
0,33,1,326,79,0,39
1,42,0,13,1149,0,352
0,69,0,169,507,0,196
0,42,1,147,425,0,218
0,53,0,169,497,0,196
1,49,0,227,837,0,138
0,61,0,237,891,0,128
0,61,0,134,1505,0,231
0,82,1,293,1683,0,72
0,24,0,99,1171,0,266
0,85,0,138,1500,0,227
0,61,0,72,1359,0,293
0,42,0,17,539,0,348
0,64,0,56,1269,0,309
0,48,0,343,247,0,22
0,59,1,90,749,0,275
0,27,0,109,400,0,256
0,22,0,176,98,1,98
0,43,0,285,944,0,80
0,24,0,129,233,1,233
0,62,1,319,137,0,46
1,47,0,317,709,0,48
1,70,0,134,393,0,231
0,82,0,263,1124,0,102
1,69,0,250,938,0,115
0,66,0,264,502,0,101
0,65,0,353,6,1,6
0,46,0,336,407,0,29
0,76,0,62,573,0,303
0,62,0,310,1095,0,55
1,63,0,175,406,0,190
0,42,0,301,557,0,64
0,72,0,213,1031,0,152
0,44,0,7,720,0,358
0,45,0,286,129,0,79
0,17,0,300,289,0,65
0,59,0,17,714,0,348
