HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,URL,approx_year_built,cats_allowed, common_charges ,community_district_num,coop_condo,date_of_sale,dining_room_type,dogs_allowed,fuel_type,full_address_or_zip_code,garage_exists,kitchen_type, maintenance_cost ,model_type,num_bedrooms,num_floors_in_building,num_full_bathrooms,num_half_bathrooms,num_total_rooms, parking_charges ,pct_tax_deductibl, sale_price ,sq_footage, total_taxes ,walk_score
375VMB7D4JJZCXLMPV303VLYZ1SIDY,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:44 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:44 PST 2017,,,3NLZY2D53PPYERVR5MBZJUGA9DSQLE,A3S6UWT0JNCJFE,Approved,Thu Feb 16 06:53:46 PST 2017,Thu Feb 16 06:56:13 PST 2017,Thu Feb 16 06:57:13 PST 2017,2017-02-16 14:58:11 UTC,,,147,100% (75/75),100% (75/75),100% (63/63),http://www.mlsli.com/homes-for-sale/13627-Jewel-Ave-Kew-Garden-Hills-NY-11367-172823095,1945,yes,,25,co-op,5/11/2016,,yes,gas,"13627 Jewel Avenue, Kew Garden Hills, NY 11367",,combo,,Garden,1,,1,,3,,," $153,000 ",,,73
3UQ1LLR26A834RQGQO9B5A5KV2PAL2,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:44 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:44 PST 2017,,,337RC3OW052QJZR8RL59PHFIQ57VLD,A6B85D96VN4W4,Approved,Thu Feb 16 06:55:39 PST 2017,Thu Feb 16 06:56:51 PST 2017,Thu Feb 16 06:57:51 PST 2017,2017-02-16 14:58:11 UTC,,,72,100% (33/33),100% (33/33),100% (33/33),http://www.mlsli.com/homes-for-sale/227-01-88th-Ave-Queens-Village-NY-11427-171639997,1951,no, $644 ,26,co-op,8/4/2016,combo,no,gas,"227-01 88th Ave,  Queens Village NY, 11427",,efficiency,,Lower unit,2,2,1,,4,,," $155,000 ",,,73
3SSN80MU8CO4GYGRGYPOAI337NTKXD,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:44 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:44 PST 2017,,,3DY46V3X3PIVJG98T77P4UPMRR355Q,AHXBZXWIZJSVG,Approved,Thu Feb 16 05:09:45 PST 2017,Thu Feb 16 05:11:30 PST 2017,Thu Feb 16 05:12:30 PST 2017,2017-02-16 13:13:11 UTC,,,105,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/155-19-86-St-Howard-Beach-NY-11414-182130680,1959,yes,,27,co-op,11/29/2016,formal,yes,gas,"155-19 86 St,  Howard Beach NY, 11414",,efficiency, $713 ,2 Bedroom,2,2,1,,5,,," $155,000 ",,,73
3BDORL6HKKD204IRFM2YXH471XZCRW,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:41 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:41 PST 2017,,,3RGU30DZTA81YM9ZA8S5M6JDVNQMJL,A231MNJJDDF3LS,Approved,Thu Feb 16 06:40:21 PST 2017,Thu Feb 16 06:41:53 PST 2017,Thu Feb 16 06:42:53 PST 2017,2017-02-16 14:43:11 UTC,,,92,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/83-75-Woodhaven-Blvd-Woodhaven-NY-11421-166704194,1960,no,,24,co-op,7/14/2016,combo,no,gas,"83-75 Woodhaven Blvd,  Woodhaven NY, 11421",,eat in, $783 ,Inwood,3,6,1,,6,,," $272,000 ",,,73
3T5ZXGO9DEOFWWE1ULX63PVNETIZQG,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:38 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:38 PST 2017,,,323Q6SJS8IGZ16MS0LL7F3JPLUXFHP,A26GPUXMSPVI8O,Approved,Thu Feb 16 00:45:48 PST 2017,Thu Feb 16 00:49:36 PST 2017,Thu Feb 16 00:50:36 PST 2017,2017-02-16 08:51:11 UTC,,,228,100% (10/10),100% (10/10),100% (10/10),http://www.mlsli.com/homes-for-sale/68-49-218th-St-Bayside-NY-11364-169595084,1950,yes,,26,co-op,9/7/2016,,no,gas,"68-49 218th St,  Bayside NY, 11364",,efficiency, $376 ,"CO-OP, OTHER",1,2,1,,3, $100 ,," $120,000 ",,,74
3T6SSHJUZFAGK818H94BUS1BR60II0,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:45 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:45 PST 2017,,,31Q0U3WYDPFBI2M8GDKAZOQ16HS71O,A1KH9UPH0D74QJ,Approved,Thu Feb 16 04:54:11 PST 2017,Thu Feb 16 04:56:15 PST 2017,Thu Feb 16 04:57:15 PST 2017,2017-02-16 12:58:11 UTC,,,124,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/249-34-63-Ave-Little-Neck-NY-11362-177384376,1953,yes,,26,co-op,9/20/2016,,no,oil,"249-34 63 Ave,  Little Neck NY, 11362",,efficiency, $651 ,Garden Apt Lower,1,2,1,,3,,," $158,000 ",,,74
3Q9SPIIRWJMJFL2FU2GDELM0T9TAWV,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:50 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:50 PST 2017,,,3TK8OJTYM1LGAK66JDYG6YO2VF1VP4,A231MNJJDDF3LS,Approved,Thu Feb 16 03:15:05 PST 2017,Thu Feb 16 03:17:00 PST 2017,Thu Feb 16 03:18:00 PST 2017,2017-02-16 11:18:11 UTC,,,115,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/260-06-74-Ave-Glen-Oaks-NY-11004-181806621,1947,yes,,26,co-op,9/14/2016,combo,yes,gas,"260-06 74 Ave,  Glen Oaks NY, 11004",,efficiency, $497 ,A - Lower,1,2,1,,3,,," $189,000 ",,,74
3G4VVJO6PZGZ7PE0U7F7G5H05OKPKU,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:48 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:48 PST 2017,,,36PW28KO4ZWSL5EIZ4R9GZBLWY5EA8,A231MNJJDDF3LS,Approved,Thu Feb 16 06:32:02 PST 2017,Thu Feb 16 06:35:15 PST 2017,Thu Feb 16 06:36:15 PST 2017,2017-02-16 14:37:11 UTC,,,193,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/219-65-67-Ave-Bayside-NY-11364-175367789,1983,yes, $187 ,26,condo,6/16/2016,formal,yes,gas,"219-65 67 Ave,  Bayside NY, 11364",,eat in,,House Beautiful Con>,1,1,1,,3,,," $408,000 ",," $2,138 ",75
32TMVRKDGNYTNVQGNYQGN2XEJSU48Z,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:34 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:34 PST 2017,,,3K5TEWLKGVBOTYJ26I8WX1NQ90VVIF,A3JWR0HSE5JWKZ,Approved,Wed Feb 15 22:44:12 PST 2017,Wed Feb 15 22:53:55 PST 2017,Wed Feb 15 22:54:55 PST 2017,2017-02-16 06:55:11 UTC,,,583,100% (2/2),100% (2/2),100% (2/2),http://www.mlsli.com/homes-for-sale/219-59-67th-Ave-Bayside-NY-11364-167828701,1980,no, $287 ,26,condo,5/6/2016,formal,no,gas,"219-59 67th Ave,  Bayside NY, 11364",,eat in,,House Beautiful,3,2,2,,6,,," $590,000 ",," $2,961 ",75
3JTPR5MTZSCVEFWHAS6TIZCJEOJ5KO,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:50 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:50 PST 2017,,,3ZPPDN2SLVWEGM4D7YD9K401QGI9EJ,A231MNJJDDF3LS,Approved,Thu Feb 16 03:50:04 PST 2017,Thu Feb 16 03:51:36 PST 2017,Thu Feb 16 03:52:36 PST 2017,2017-02-16 11:53:11 UTC,,,92,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/209-80-18-Ave-Bayside-NY-11360-170616996,1959,no,,25,co-op,6/15/2016,,no,oil,"209-80 18 Ave,  Bayside NY, 11360",,eat in," $1,210 ",Corner Unit 2 Br,2,6,1,,5, $31 ,," $190,000 ",1100,,75
3VO4XFFP15MWCM8VBQ5NC52O4067QX,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:48 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:48 PST 2017,,,31Z0PCVWUKFCRMYHIW4K5U9WY0KT7K,A231MNJJDDF3LS,Approved,Thu Feb 16 05:56:22 PST 2017,Thu Feb 16 05:59:27 PST 2017,Thu Feb 16 06:00:27 PST 2017,2017-02-16 14:01:11 UTC,,,185,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/23-25-Bell-Blvd-Bayside-NY-11360-168368597,1960,no,,25,co-op,6/9/2016,,no,gas,"23-25 Bell Blvd,  Bayside NY, 11360",,eat in," $1,296 ",Bay Country,2,6,2,,6, $20 ,," $370,000 ",1250,,75
3R868ACW4SCOJ7KNRPSU9BRL869ZGL,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:36 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:36 PST 2017,,,3LYA37P8IQN0QFBK1428958WYDMKBT,A3S6UWT0JNCJFE,Approved,Thu Feb 16 06:42:42 PST 2017,Thu Feb 16 06:45:02 PST 2017,Thu Feb 16 06:46:02 PST 2017,2017-02-16 14:47:11 UTC,,,140,100% (75/75),100% (75/75),100% (63/63),http://www.mlsli.com/homes-for-sale/219-42-74-Ave-Bayside-NY-11364-146888809,1950,yes,,26,co-op,5/19/2016,combo,yes,gas,"219-42 74 Avenue, Bayside, NY 11364",,eat in, $601 ,Windsor Oak,2,2,1,,4,,48," $218,340 ",,,75
37PGLWGSJT67Q3RWHCPN78GOJAPKID,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:39 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:39 PST 2017,,,3XC1O3LBOSMB67NJMQ5UOZRXTJ9LT3,AHXBZXWIZJSVG,Approved,Wed Feb 15 22:41:53 PST 2017,Wed Feb 15 22:45:56 PST 2017,Wed Feb 15 22:46:56 PST 2017,2017-02-16 06:47:11 UTC,,,243,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/199-45-22nd-Ave-Whitestone-NY-11357-184802755,1950,yes,,25,co-op,1/10/2017,,no,oil,"199-45 22nd Ave,  Whitestone NY, 11357",,eat in, $879 ,2 Bedroom,2,2,1,,4,,," $254,000 ",,,75
3LAZVA75NIRM59Y9Q1WOR9QGEJ22O4,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:41 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:41 PST 2017,,,3OSWBBLG1EXZPC8BEJ83UP4YX6ZDX2,A26GPUXMSPVI8O,Approved,Thu Feb 16 00:24:41 PST 2017,Thu Feb 16 00:31:20 PST 2017,Thu Feb 16 00:32:20 PST 2017,2017-02-16 08:33:11 UTC,,,399,100% (10/10),100% (10/10),100% (10/10),http://www.mlsli.com/homes-for-sale/address-not-available-from-broker-Bayside-NY-11364-167457537,1950,yes,,26,co-op,4/6/2016,formal,no,gas,11364,,efficiency, $601 ,,3,2,1,,6,,," $270,000 ",,,75
3QREJ3J433X9G4Z22FM0ZO8G0EJKLR,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:40 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:40 PST 2017,,,3KB8R4ZV1E7VOTF1BDHTBDG3RW2GBJ,AHXBZXWIZJSVG,Approved,Thu Feb 16 04:49:48 PST 2017,Thu Feb 16 04:52:17 PST 2017,Thu Feb 16 04:53:17 PST 2017,2017-02-16 12:54:11 UTC,,,149,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/151-35-84th-St-Howard-Beach-NY-11414-172343768,1966,yes,,27,condo,8/15/2016,combo,yes,,"151-35 84th St,  Howard Beach NY, 11414",,efficiency, $512 ,Heritage,1,6,1,,3,,," $259,000 ",," $2,220 ",76
3FHTJGYT8N0U53IH4GUSIDP7Y73PGR,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:48 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:48 PST 2017,,,3YDTZAI2WXGEZF4PEFM3WC6RFF014W,A231MNJJDDF3LS,Approved,Thu Feb 16 03:37:51 PST 2017,Thu Feb 16 03:39:17 PST 2017,Thu Feb 16 03:40:17 PST 2017,2017-02-16 11:41:11 UTC,,,86,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/84-29-153-Ave-Howard-Beach-NY-11414-173736455,1965,yes, $358 ,27,condo,10/25/2016,,yes,gas,"84-29 153 Ave,  Howard Beach NY, 11414",,efficiency,,1 Bedroom,1,6,1,,4, $30 ,," $174,000 ",," $2,982 ",76
3UUSLRKAUL32ND4Q64Z3C6VPLLH7DS,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:43 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:43 PST 2017,,,3VD82FOHKQO2QBO5DWQWR6VN03UOCM,AHXBZXWIZJSVG,Approved,Thu Feb 16 05:50:34 PST 2017,Thu Feb 16 05:52:17 PST 2017,Thu Feb 16 05:53:17 PST 2017,2017-02-16 13:56:11 UTC,,,103,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/84-29-153rd-Ave-Howard-Beach-NY-11414-172575263,1965,yes, $515 ,27,condo,6/22/2016,,yes,gas,"84-29 153rd Ave,  Howard Beach NY, 11414",,efficiency,,Heritage House West,2,,2,,5, $30 ,," $285,000 ",," $3,550 ",76
33P2GD6NRNS7U8GCBU727WF9JXAKHK,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:39 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:39 PST 2017,,,3YDTZAI2WXGEZF4PEFM3WC6RFF114X,AHXBZXWIZJSVG,Approved,Thu Feb 16 04:15:57 PST 2017,Thu Feb 16 04:18:30 PST 2017,Thu Feb 16 04:19:30 PST 2017,2017-02-16 12:20:11 UTC,,,153,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/18-15-215-St-Bayside-NY-11360-182119726,1969,no,,25,co-op,1/23/2017,combo,no,gas,"18-15 215 St,  Bayside NY, 11360",yes,efficiency, $736 ,One Bedroom,1,17,1,,3, $135 ,," $245,000 ",700,,76
31JUPBOORN4PL3X1TQPX9JZP5EPL89,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:48 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:48 PST 2017,,,3RKNTXVS3MYAT3HPAYFW7DZUJ9B4AS,A1KH9UPH0D74QJ,Approved,Thu Feb 16 06:30:18 PST 2017,Thu Feb 16 06:32:30 PST 2017,Thu Feb 16 06:33:30 PST 2017,2017-02-16 14:34:11 UTC,,,132,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/17-25-215th-St-Bayside-NY-11360-157098220,1970,yes,,25,co-op,4/12/2016,,yes,gas,"17-25 215th St,  Bayside NY, 11360",,efficiency," $2,172 ",Duplex Townhouse,3,,2,1,7, $80 ,40," $400,000 ",1800,,76
3RHLQY6EDT454QM7461W9UBFUJR4D5,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:35 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:35 PST 2017,,,31LVTDXBL7AYQSARI10ZOKQF5ZURLG,A6B85D96VN4W4,Approved,Thu Feb 16 06:44:30 PST 2017,Thu Feb 16 06:46:08 PST 2017,Thu Feb 16 06:47:08 PST 2017,2017-02-16 14:47:12 UTC,,,98,100% (33/33),100% (33/33),100% (33/33),http://www.mlsli.com/homes-for-sale/110-61-64th-Rd-Forest-Hills-NY-11375-165338444,1940,no,,28,co-op,6/6/2016,formal,no,oil,"110-61 64th Rd,  Forest Hills NY, 11375",,Combo," $1,498 ",3 Bedroom triplex,3,3,2,2,5,,50," $850,000 ",2000,,76
3PUOXASB57394XXFDJMKHU5Y4TF9Z5,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:36 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:36 PST 2017,,,3WYP994K17RP48J69SMR7X1FIRH6YM,A3S6UWT0JNCJFE,Approved,Thu Feb 16 04:53:15 PST 2017,Thu Feb 16 04:56:21 PST 2017,Thu Feb 16 04:57:21 PST 2017,2017-02-16 12:58:11 UTC,,,186,100% (75/75),100% (75/75),100% (63/63),http://www.mlsli.com/homes-for-sale/84-10-153rd-Ave-Howard-Beach-NY-11414-171262976,1965,no,,27,co-op,8/5/2016,,no,oil,"84-10 153rd Avenue, Howard Beach, NY 11414",,efficiency, $397 ,Hi-Rise,0,,1,,2,,," $55,000 ",,,76
3LOJFQ4BOXFQISBAPYOCGB0BR5HKDB,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:36 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:36 PST 2017,,,3OVHNO1VE61OU78QF1WORAK9575DZ9,A231MNJJDDF3LS,Approved,Thu Feb 16 03:19:02 PST 2017,Thu Feb 16 03:20:40 PST 2017,Thu Feb 16 03:21:40 PST 2017,2017-02-16 11:22:11 UTC,,,98,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/84-10-153-Ave-Howard-Beach-NY-11414-176962441,1960,yes,,27,co-op,7/29/2016,combo,no,gas,"84-10 153 Ave,  Howard Beach NY, 11414",,efficiency, $550 ,L Shape Studio,1,,1,,3,,," $66,000 ",,,76
3S1L4CQSFX5H4ZGK4D6DAX00Y63FA2,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:37 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:37 PST 2017,,,3ZWFC4W1UU7CQ00VWQX1T7LV836FRX,AHXBZXWIZJSVG,Approved,Thu Feb 16 05:39:02 PST 2017,Thu Feb 16 05:40:51 PST 2017,Thu Feb 16 05:41:51 PST 2017,2017-02-16 13:42:12 UTC,,,109,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/84-20-153rd-Ave-Howard-Beach-NY-11414-172689180,1965,yes,,27,co-op,11/30/2016,combo,no,gas,"84-20 153rd Ave,  Howard Beach NY, 11414",,efficiency, $520 ,Hi-Rise,1,6,1,,2,,," $89,000 ",,,76
391FPZIE4CMLX4LO58B4DJO7LO8HUE,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:39 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:39 PST 2017,,,39GAF6DQWR0DTSN4YBNQ5264SZ31VE,A3S6UWT0JNCJFE,Approved,Thu Feb 16 07:02:55 PST 2017,Thu Feb 16 07:05:05 PST 2017,Thu Feb 16 07:06:05 PST 2017,2017-02-16 15:06:11 UTC,,,130,100% (75/75),100% (75/75),100% (63/63),http://www.mlsli.com/homes-for-sale/87-15-204th-St-Hollis-NY-11423-145856746,1950,no,,16,co-op,4/25/2016,formal,no,oil,"87-15 204th Street, Hollis, NY 11423",,eat in, $720 ,,2,6,1,,4,,40," $120,000 ",,,76
3ZTE0JGGCESZ3RQBNULU3MZ2QAFCON,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:41 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:41 PST 2017,,,35LDD5557A4W96FHSTSHNLJQACLMKF,A231MNJJDDF3LS,Approved,Thu Feb 16 04:00:17 PST 2017,Thu Feb 16 04:01:57 PST 2017,Thu Feb 16 04:02:57 PST 2017,2017-02-16 12:03:11 UTC,,,100,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/54-40-Little-Neck-Pky-Little-Neck-NY-11362-165743701,1961,yes,,26,co-op,2/7/2017,combo,no,gas,"54-40 Little Neck Pky,  Little Neck NY, 11362",,efficiency, $560 ,Alcove Studio,1,6,1,,2, $95 ,," $132,500 ",,,76
3T6EIBTM9LOM88ZCTXKLWWP91QQAAK,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:41 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:41 PST 2017,,,3PW9OPU9PQK4W1P2A13F3X9TV1A217,A6B85D96VN4W4,Approved,Thu Feb 16 07:05:07 PST 2017,Thu Feb 16 07:06:30 PST 2017,Thu Feb 16 07:07:30 PST 2017,2017-02-16 15:08:11 UTC,,,83,100% (33/33),100% (33/33),100% (33/33),http://www.mlsli.com/homes-for-sale/54-40-Little-Neck-Pky-Little-Neck-NY-11362-182610257,1961,yes,,26,co-op,12/5/2016,,no,gas,"54-40 Little Neck Pky,  Little Neck NY, 11362",,efficiency, $571 ,5V,0,6,1,,3, $95 ,," $134,000 ",,,76
374UMBUHN5PFGJVJJB7TXW5PPIWCT9,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:42 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:42 PST 2017,,,3SUWZRL0MYDRY32F9RAX0U9Z0FGE6J,A1SAMLI9AUPHEJ,Approved,Thu Feb 16 07:07:09 PST 2017,Thu Feb 16 07:09:39 PST 2017,Thu Feb 16 07:10:39 PST 2017,2017-02-16 15:11:11 UTC,,,150,100% (129/129),100% (129/129),100% (39/39),http://www.mlsli.com/homes-for-sale/54-40-Little-Neck-Pky-Little-Neck-NY-11362-184239510,1961,yes,,26,co-op,12/27/2016,combo,no,gas,"54-40 Little Neck Pky,  Little Neck NY, 11362",,efficiency, $666 ,Large One Bedroom,1,6,1,,4,,," $148,000 ",,,76
3XUSYT70IT1O5246L5EUXRL2D7BD0Y,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:44 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:44 PST 2017,,,3GM6G9ZBKNXVCP54M269OC6MTO1MT8,A1F0CN82J2CNY,Approved,Wed Feb 15 23:48:46 PST 2017,Wed Feb 15 23:53:40 PST 2017,Wed Feb 15 23:54:40 PST 2017,2017-02-16 07:55:11 UTC,,,294,100% (11/11),100% (11/11),100% (11/11),http://www.mlsli.com/homes-for-sale/54-40-Little-Neck-Park-Little-Neck-NY-11362-162387983,1961,no,,26,co-op,10/13/2016,combo,no,gas,"54-40 Little Neck Park,  Little Neck NY, 11362",,efficiency, $695 ,,1,6,1,,3,,," $155,000 ",,,76
